playerid,total_spent_usd
712725,3695.16
712739,3984.46
712742,1649.1799999999998
712743,5825.68
712750,6131.44
712751,3674.16
712752,823.56
712753,937.64
712758,8689.78
712767,1873.22
712785,1287.26
712833,7986.9
712842,3734.16
712851,6491.08
712860,1107.48
712881,1590.1799999999998
712894,8684.3
712902,7391.82
712909,5534.43
712929,4406.22
712938,7465.32
712939,5043.86
712943,8142.42
712946,1627.2
712947,2259.04
712972,1793.26
712994,5275.84
713005,5005.18
713008,961.4
713032,3014.66
713036,11323.08
713086,1881.22
713091,2111.22
713101,3502.4
713104,2790.2
713111,1978.02
713128,8778.86
713137,2308.9
713144,3367.2
713160,4735.42
713179,2269.8
713184,2010.8
713190,6487.92
713209,5904.78
713210,2912.82
713212,1274.6599999999999
713235,3616.5
713242,1797.18
713259,627.62
713280,7397.099999999999
713283,1081.46
713299,1475.42
713345,2754.86
713347,22506.51
713349,9532.48
713366,1261.42
713373,879.5799999999999
713381,2248.74
713393,10915.5
713398,4442.62
713427,11633.34
713440,1323.42
713453,5205.68
713456,1941.8999999999999
713468,5113.74
713480,2339.5
713499,31388.66
713503,3542.52
713506,2355.0
713552,5239.69
713553,1783.12
713599,4598.96
713631,2441.06
713636,9244.42
713644,1427.44
713666,3435.23
713725,1557.12
713726,8939.539999999999
713771,9256.31
713776,6358.8
713781,5578.12
713786,2077.24
713788,1458.1599999999999
713789,10678.199999999999
713793,1601.44
713805,9096.84
713823,5390.599999999999
713834,1845.2
713837,1633.1
713840,4354.38
713853,3042.2599999999998
713861,1333.3799999999999
713868,1233.3
713875,1741.02
713879,2140.92
713885,1836.96
713893,1382.1599999999999
713907,2685.71
713923,19304.9
713924,3968.5
713926,2544.92
713955,2400.84
713957,13571.34
713962,4637.86
713969,1728.1399999999999
713984,4591.22
714006,17279.25
714016,15529.88
714029,5254.42
714032,6732.84
714035,599.76
714042,5543.92
714044,8322.86
714052,12188.86
714056,2463.04
714057,2360.86
714060,1139.52
714066,1069.56
714080,8584.24
714088,2465.0
714090,8829.86
714092,1896.1
714107,3412.42
714122,7739.71
714126,5273.88
714128,13859.09
714135,2336.66
714141,20405.08
714147,3746.8199999999997
714154,1901.22
714168,7236.04
714216,5170.38
714227,2204.96
714242,6713.04
714252,19227.7
714279,1723.32
714313,8962.66
714343,1121.06
714352,1211.32
714359,5144.63
714369,6965.18
714375,8328.46
714400,1367.32
714402,1287.34
714403,2780.94
714416,4516.12
714455,1470.09
714459,2614.86
714481,1093.02
714523,12294.32
714538,4416.22
714543,10143.76
714544,2006.8999999999999
714589,6108.96
714596,1962.62
714599,12269.4
714602,5549.5599999999995
714615,1255.5
714619,9893.49
714623,4836.18
714634,1189.36
714641,4227.18
714644,1709.1599999999999
714649,2360.52
714662,1723.34
714686,8128.82
714688,2512.8399999999997
714696,9274.23
714702,1865.02
714704,4838.22
714728,6542.5199999999995
714747,2509.54
714748,943.48
714755,4714.9
714804,5388.9
714811,1301.28
714823,2581.16
714832,8249.48
714855,13700.02
714868,2296.92
714869,5288.12
714877,8528.28
714882,2688.38
714887,1007.52
714894,2560.9
714901,2928.7599999999998
714905,2057.14
714909,1901.18
714914,4165.0199999999995
714925,5128.44
714926,1441.32
714931,2367.08
714932,3385.82
714952,1843.58
714955,24959.82
714956,2335.0
714957,8938.88
714977,2271.04
714995,2262.18
715006,17788.2
715015,4951.1
715030,6095.639999999999
715032,10304.64
715034,29216.48
715041,1161.52
715042,1633.28
715043,1545.1399999999999
715057,2706.62
715068,1463.3799999999999
715071,2142.0
715092,1954.9399999999998
715095,3230.72
715096,4346.12
715110,3942.34
715136,1474.32
715149,8684.52
715153,2966.92
715173,3067.8199999999997
715190,17355.37
715200,4112.66
715230,839.52
715236,3826.3799999999997
715239,4843.82
715241,3932.36
715246,1651.18
715248,1773.2
715261,6929.08
715264,9738.039999999999
715292,4198.22
715306,5847.32
715319,2528.74
715323,3139.88
715333,7611.28
715335,3378.84
715337,9160.42
715350,3766.5
715362,1379.28
715364,1799.76
715367,2329.88
715376,2273.0
715394,3174.37
715397,3180.36
715414,2658.56
715439,3026.96
715452,3346.74
715453,1885.1399999999999
715462,1845.8799999999999
715485,6417.98
715492,5198.22
715533,7266.16
715539,3516.66
715584,18064.44
715585,9578.1
715586,6111.48
715600,1440.8799999999999
715605,4729.86
715607,2521.0
715625,4251.82
715635,4787.22
715653,4971.58
715654,11250.539999999999
715663,8686.7
715665,3008.88
715681,1737.24
715689,4316.82
715715,3438.64
715748,14333.779999999999
715756,5317.78
715776,1229.56
715778,1857.34
715790,3039.56
715807,4871.84
715825,4555.14
715849,1273.46
715852,8054.68
715857,3342.48
715880,1944.94
715883,3457.7
715890,2393.84
715893,1727.42
715894,4999.82
715897,1942.08
715898,1386.26
715908,8975.98
715911,287.78
715927,821.4599999999999
715929,6309.12
715933,2392.7
715941,2485.84
715983,1009.52
715988,4641.64
715997,1811.99
716006,2543.96
716013,5354.16
716030,4274.12
716035,5329.7
716038,2616.7599999999998
716046,15832.2
716054,6439.78
716062,937.52
716065,2922.72
716067,2536.2999999999997
716076,19527.24
716083,2372.7999999999997
716087,6099.62
716090,1245.3999999999999
716092,2041.46
716125,1737.36
716127,2198.94
716130,2926.5
716131,11885.84
716132,5205.13
716133,1872.8799999999999
716138,2536.02
716157,2180.02
716161,5921.3
716162,6859.599999999999
716164,5808.37
716184,2357.04
716212,4262.2
716226,4372.68
716228,1099.36
716232,1245.48
716250,1499.24
716256,6043.72
716265,4505.24
716271,3584.56
716274,21090.64
716305,2656.98
716313,12713.93
716318,4738.78
716319,2412.0
716325,3452.44
716370,2476.2
716388,7834.44
716397,1211.3799999999999
716453,3298.64
716456,7669.04
716464,2275.08
716467,2186.88
716468,2389.08
716486,1761.3
716490,2133.14
716526,6016.46
716535,2980.44
716537,1771.1399999999999
716570,883.48
716598,4582.86
716599,1623.02
716609,6801.9
716625,652.62
716650,12551.96
716678,1393.46
716690,10804.66
716693,4937.22
716695,2918.58
716704,2003.12
716713,1255.36
716735,21273.12
716748,5309.68
716753,5712.42
716755,1251.3799999999999
716768,3414.22
716776,3234.7
716782,6522.66
716798,1841.1399999999999
716813,2780.74
716818,20730.86
716819,1888.2
716826,13318.61
716833,6488.98
716839,6290.5
716845,5777.66
716862,5200.18
716871,2510.86
716900,4491.48
716910,1859.1399999999999
716926,6507.14
716938,23679.11
716962,2176.96
716972,5419.0599999999995
716973,3248.94
716985,6287.58
717000,7212.76
717016,7197.24
717029,2270.62
717030,1516.02
717032,1815.08
717045,895.48
717059,5086.24
717066,4838.08
717072,2023.71
717082,1751.3
717089,4349.84
717093,4156.4
717097,1583.34
717102,8738.9
717127,683.68
717131,1407.44
717137,5038.36
717161,7361.32
717173,5767.96
717179,3450.5
717192,5627.4
717206,6476.46
717212,10191.6
717222,4429.099999999999
717226,7932.42
717227,1682.98
717238,1720.2
717244,10136.539999999999
717245,4565.92
717246,6562.32
717294,4624.72
717304,2031.1399999999999
717305,2658.86
717310,3260.74
717318,16060.94
717334,3372.44
717340,8259.98
717349,17051.46
717351,1557.06
717360,1738.98
717361,5579.62
717366,3132.84
717369,8427.51
717375,3433.38
717380,14823.619999999999
717417,1338.36
717420,2466.9
717436,685.56
717446,8572.5
717454,1413.28
717456,3786.16
717460,3212.58
717476,5113.74
717489,3088.44
717491,9522.64
717511,2891.68
717520,14001.02
717524,1596.22
717527,591.62
717530,1591.36
717535,4576.24
717543,1104.28
717545,8509.32
717546,3939.36
717557,4160.4
717564,12982.7
717588,5893.66
717604,15062.98
717607,1786.1599999999999
717611,9691.3
717619,1740.08
717622,1181.52
717623,1457.28
717639,917.52
717640,1111.52
717649,1877.04
717656,2035.18
717674,3360.98
717696,1417.3799999999999
717698,4647.74
717709,9728.31
717711,5993.68
717726,1175.42
717731,1613.28
717732,2369.72
717753,14320.16
717770,5816.98
717772,4142.66
717777,2733.64
717786,3045.04
717794,1931.34
717798,8951.18
717807,3917.08
717851,6642.44
717852,2550.5
717880,6101.82
717890,2440.98
717895,2704.82
717897,2037.1
717900,1231.3799999999999
717908,1938.82
717909,1225.42
717937,3732.36
717958,1599.8799999999999
717978,1871.1399999999999
717985,14593.58
717991,17287.12
717997,7845.96
718001,10119.06
718008,1614.12
718023,3626.02
718033,4169.49
718037,4345.3
718066,12921.96
718080,1411.1399999999999
718084,3356.62
718087,4406.0599999999995
718091,2593.02
718093,3003.18
718094,4006.4
718095,2372.92
718097,1231.24
718103,2572.86
718122,8928.66
718125,8028.5599999999995
718139,3504.38
718157,2518.9
718178,1125.46
718179,3848.34
718180,9095.32
718192,2798.64
718197,6900.7
718205,1611.3
718208,3688.94
718248,9888.14
718263,14676.64
718270,1061.56
718272,4945.98
718273,2848.7599999999998
718274,1708.1399999999999
718281,2462.8199999999997
718282,2915.5
718283,4522.18
718284,4357.54
718289,2162.04
718291,1801.08
718309,1786.06
718313,6912.46
718324,1207.06
718334,4950.26
718341,1487.26
718346,1085.52
718359,1779.26
718366,6955.2
718379,4667.86
718398,2161.04
718401,2041.1
718436,5362.24
718449,9178.039999999999
718452,6683.28
718455,1439.78
718460,2617.82
718480,1529.26
718527,4646.38
718531,1691.3
718533,5779.58
718541,1345.3799999999999
718553,5389.7
718567,5310.099999999999
718569,4090.2599999999998
718571,1512.2
718576,4242.66
718583,1887.18
718584,11540.3
718595,3386.7
718603,1039.44
718608,1229.56
718609,7338.42
718621,2028.7
718660,8615.14
718674,2465.08
718680,2590.12
718682,5689.86
718685,3138.68
718687,2348.14
718703,2750.88
718713,4830.34
718715,1287.36
718723,2172.7599999999998
718739,4775.88
718743,4324.28
718747,2636.88
718753,885.52
718762,2051.34
718764,6471.87
718767,3100.7599999999998
718786,1019.5799999999999
718797,7536.74
718799,2401.7
718816,2359.54
718821,9889.18
718836,1547.1399999999999
718851,7672.34
718861,1975.02
718868,5537.32
718876,2432.68
718885,3546.6
718888,14338.46
718897,3514.5
718904,1390.08
718914,2584.88
718923,3128.66
718942,1491.34
718965,5254.0
718971,851.68
718972,1587.1999999999998
718979,7238.34
718988,7957.49
719004,1171.44
719010,1792.06
719015,5726.0
719030,1384.34
719057,2885.62
719073,1311.42
719079,4840.26
719094,7418.6
719100,801.56
719106,1083.52
719126,12138.46
719132,6771.36
719176,1511.44
719177,3769.24
719184,6280.0599999999995
719198,5277.86
719207,2190.98
719212,8058.84
719246,16633.06
719253,2768.9
719263,3152.82
719286,3730.86
719292,4466.06
719305,11738.74
719311,2503.7999999999997
719314,1871.08
719319,6104.6
719340,5366.41
719342,5000.76
719356,1989.28
719358,1761.36
719366,8841.06
719372,2830.48
719378,739.5799999999999
719380,2634.24
719381,2237.1
719393,1161.1399999999999
719394,431.71999999999997
719403,9952.34
719427,1696.1399999999999
719442,5661.58
719456,3222.34
719486,1039.4
719491,349.84
719497,3435.38
719503,14106.36
719526,1005.4599999999999
719527,6422.2
719551,3797.2599999999998
719581,1680.02
719586,3154.6
719588,5163.84
719597,16418.22
719617,3808.64
719626,2942.7599999999998
719635,9459.03
719643,2960.72
719647,2054.98
719649,2746.9
719675,4819.34
719681,5041.54
719685,5457.76
719693,12008.4
719695,5704.78
719697,6284.38
719698,1419.46
719701,1735.92
719702,2807.72
719711,12298.64
719713,1521.06
719724,1787.02
719726,1431.86
719728,13088.68
719747,8334.52
719762,2989.32
719765,2660.7599999999998
719774,1897.62
719787,4044.48
719791,1402.02
719803,4552.12
719812,6688.66
719819,3637.3199999999997
719823,4462.08
719833,2976.84
719901,1081.4199999999998
719902,3937.42
719903,18664.44
719924,1686.08
719965,1537.3
719971,1309.5
719974,5231.62
719979,1343.24
719981,4569.14
719986,2661.08
719988,559.6999999999999
720002,7885.36
720006,4280.8
720029,1775.84
720033,3751.22
720036,1428.2
720043,5172.38
720057,10710.11
720079,8656.93
720087,3245.1
720110,18858.7
720124,2288.94
720128,2225.04
720160,1773.12
720163,8863.08
720167,3841.38
720172,1018.48
720178,1638.24
720215,2189.04
720228,4548.44
720232,5791.74
720236,2969.02
720243,3644.56
720252,2694.88
720257,671.66
720259,3432.36
720266,2028.0
720274,3136.2599999999998
720280,1399.36
720293,2968.68
720296,5983.7
720304,1893.02
720329,2979.52
720332,3957.24
720352,16040.25
720355,1618.24
720357,10281.56
720398,3775.17
720417,1461.94
720443,2137.12
720446,1421.0
720454,5351.9
720458,3296.42
720469,4564.46
720476,1143.3799999999999
720486,3206.48
720538,3875.16
720549,1629.1
720564,7661.26
720576,8872.58
720596,13003.94
720601,1307.34
720620,4384.0599999999995
720626,2604.88
720650,8316.36
720658,9362.48
720699,3327.7599999999998
720726,7656.9
720746,6001.78
720748,2452.74
720768,8686.0
720771,981.4
720801,6041.36
720802,31413.5
720806,7287.0
720814,6208.08
720838,11770.68
720843,13423.5
720863,5103.86
720869,5639.8
720885,4188.5599999999995
720903,1042.44
720918,7929.43
720987,4026.04
720989,1803.28
720995,17092.57
721006,6842.35
721013,1332.3799999999999
721014,2787.44
721028,4024.6
721037,3366.7799999999997
721047,2552.7599999999998
721063,1567.32
721073,5635.92
721101,2903.64
721102,4004.38
721114,975.48
721143,3440.52
721166,14882.3
721172,6521.82
721175,2493.86
721180,4578.89
721192,1483.3
721193,2126.98
721196,1169.58
721199,8478.31
721208,5805.4
721210,1417.1399999999999
721227,8159.8
721269,1085.3799999999999
721277,8357.0
721290,1322.28
721293,4030.38
721315,3159.34
721324,1725.38
721349,10968.42
721352,1495.44
721362,2155.06
721379,7939.82
721381,1015.4
721392,13504.14
721416,3612.56
721426,1855.1399999999999
721428,6647.86
721430,5226.66
721441,1843.06
721449,4216.26
721454,8727.08
721463,913.4599999999999
721464,3725.62
721476,3234.68
721479,1728.28
721485,13928.31
721502,3821.2799999999997
721514,7942.85
721518,1531.3
721524,815.54
721525,1503.08
721526,2949.74
721529,8190.72
721533,6472.82
721550,809.58
721557,2804.42
721559,12108.619999999999
721576,3360.58
721579,6804.14
721584,3390.46
721596,1110.24
721602,5085.9
721612,4623.54
721626,2459.0
721646,1875.3799999999999
721662,3484.62
721700,1857.26
721716,5347.96
721719,1982.1399999999999
721723,2884.5
721729,1604.1
721735,2029.87
721759,4461.88
721778,717.54
721785,3714.64
721804,4688.139999999999
721806,14243.49
721812,1581.24
721813,7919.22
721816,13757.38
721825,1409.44
721830,3548.6
721857,5692.4
721868,2221.12
721887,4114.2
721894,6030.24
721910,2112.8
721918,2610.92
721919,2618.98
721926,2061.12
721930,6527.76
721932,9907.16
721934,949.64
721937,2974.66
721941,14842.56
721978,1377.34
721993,4292.36
722043,3184.74
722054,4494.48
722055,2608.7799999999997
722058,3382.08
722069,1577.3999999999999
722071,6655.28
722090,1901.0
722095,3514.64
722110,2508.94
722113,12286.119999999999
722114,1093.44
722148,3306.7599999999998
722159,10890.32
722171,1628.22
722210,1419.3799999999999
722212,9322.57
722213,1793.02
722239,921.54
722240,1703.22
722259,2553.16
722264,1621.1799999999998
722282,6191.54
722285,5105.68
722305,4142.6
722311,1079.5
722315,1786.24
722321,3878.44
722330,1021.54
722346,11130.98
722351,6305.44
722363,5412.88
722364,9046.539999999999
722365,2322.88
722386,1517.28
722388,2256.88
722392,2131.1
722399,9365.0
722401,3154.74
722407,6865.65
722415,2260.96
722436,2117.1
722438,4436.76
722446,6837.05
722448,991.4399999999999
722454,1851.1799999999998
722475,2416.04
722495,9156.38
722517,1229.34
722524,7475.32
722525,5069.64
722529,5882.0
722553,17401.76
722555,6654.84
722561,9328.16
722590,3544.6
722595,17042.79
722596,7369.47
722597,2670.74
722628,1563.3799999999999
722667,3846.38
722672,8844.62
722678,10537.78
722703,2694.44
722712,3008.72
722715,5536.14
722722,2102.8
722723,2612.44
722727,2175.12
722745,18560.28
722758,8800.64
722764,13842.08
722766,1807.12
722773,24269.29
722800,5754.1
722803,4890.46
722816,3201.64
722829,11192.42
722835,3460.94
722853,3542.3399999999997
722866,9627.94
722870,1083.44
722885,6109.36
722892,1809.32
722910,4395.3
722922,1655.06
722935,6453.64
722944,2369.12
722966,3584.6
722982,1742.04
722990,10596.4
723002,4172.82
723003,10088.94
723004,11701.4
723006,4284.72
723011,10378.38
723014,4636.3
723015,23832.94
723018,7488.88
723032,5364.0199999999995
723046,3828.38
723059,2833.7799999999997
723065,2841.2
723078,4130.24
723097,2145.02
723098,4595.64
723105,11781.4
723151,3880.44
723161,8355.039999999999
723169,3146.8399999999997
723175,3924.6
723178,3051.66
723194,1178.32
723200,4550.18
723207,6511.38
723212,6615.98
723227,3267.28
723247,3511.14
723255,18156.88
723260,4473.96
723268,25335.41
723270,3259.06
723271,16924.82
723279,12146.78
723282,2643.92
723287,4712.81
723306,7585.26
723310,4244.4
723338,9191.0
723356,11518.21
723382,5820.58
723384,6302.48
723387,4327.88
723395,2061.0
723402,2872.82
723426,1621.24
723429,6555.26
723461,5685.94
723477,11237.4
723478,3498.7999999999997
723488,5189.88
723491,4985.88
723502,2792.7999999999997
723515,4668.14
723517,8882.14
723524,2852.7
723537,5222.8
723550,931.54
723551,3910.42
723554,3138.66
723558,4764.5
723559,5275.64
723592,6658.3099999999995
723601,7523.42
723602,8851.08
723603,5627.42
723605,2442.9
723615,2082.14
723623,3728.24
723643,6931.46
723645,1411.32
723652,2497.74
723668,2007.02
723712,5910.0599999999995
723722,17697.989999999998
723730,4055.18
723731,15279.88
723736,4881.66
723750,29700.91
723763,9462.06
723775,415.72
723803,6178.84
723827,12095.68
723830,3862.3199999999997
723843,11745.48
723845,2563.92
723851,1823.04
723852,2235.98
723854,1917.4
723859,5890.2699999999995
723869,2077.3
723872,5256.74
723873,13818.76
723886,2287.08
723891,5112.6
723893,1969.08
723905,5168.64
723914,9472.21
723917,2575.24
723930,32330.69
723939,6718.84
723969,1629.82
723973,4252.66
723994,1679.18
724009,11078.07
724021,1679.34
724031,4196.34
724038,19883.84
724051,2261.06
724077,4293.9
724095,2195.18
724096,7825.0199999999995
724100,1561.1599999999999
724102,6034.22
724105,3990.2999999999997
724113,3356.7
724132,7108.82
724153,1511.3
724154,2128.96
724193,10745.82
724194,8413.42
724201,1867.12
724204,1944.8799999999999
724207,2525.92
724212,5823.4
724217,2536.88
724220,706.54
724230,13874.56
724253,2322.88
724266,3565.21
724311,7938.94
724313,12888.46
724333,9475.32
724344,13062.02
724347,1608.1
724360,5267.32
724391,9019.92
724400,14190.619999999999
724410,3207.82
724415,11300.039999999999
724419,1928.84
724420,13442.94
724429,8591.16
724433,7729.46
724468,8826.42
724469,679.68
724474,17733.14
724480,2081.02
724483,2704.98
724490,8260.9
724510,2353.1
724521,901.54
724530,2097.12
724541,2640.58
724547,1617.18
724548,1711.1
724556,4808.0199999999995
724557,1426.1
724580,12552.16
724581,2611.0
724583,1476.26
724609,3061.84
724647,1833.0
724664,828.58
724677,2646.6
724682,2449.12
724692,15389.84
724718,16913.4
724719,2420.96
724728,1945.02
724729,9903.33
724737,13613.24
724749,12804.13
724758,5883.76
724759,1823.96
724779,4559.76
724786,9697.76
724798,5256.68
724814,3944.2999999999997
724824,2256.98
724832,9729.38
724836,659.5799999999999
724850,6823.36
724861,3014.74
724867,2108.12
724930,6388.0199999999995
724934,4792.16
724938,7997.43
724953,7998.55
724957,4022.92
724966,2376.68
724977,5341.72
724980,13547.18
724981,4008.36
724988,1643.12
725012,1647.1399999999999
725017,1606.1599999999999
725053,15740.82
725055,6025.96
725079,2789.56
725088,6221.82
725099,3796.24
725101,1323.36
725111,8811.92
725116,4055.08
725117,9870.83
725119,1595.1599999999999
725133,1083.44
725134,4721.38
725139,2021.46
725140,8451.14
725143,1851.72
725154,17118.12
725159,5191.86
725170,3415.44
725184,16369.699999999999
725196,2183.0
725206,6695.04
725239,3964.5
725243,3396.66
725255,2105.88
725280,5971.5
725284,1755.1599999999999
725289,2144.82
725297,3655.2599999999998
725307,4396.0199999999995
725324,7557.68
725330,2688.92
725335,3909.46
725336,2088.78
725343,2539.98
725344,11131.3
725347,5844.88
725352,31353.68
725364,9548.18
725383,8204.66
725405,3086.54
725410,2322.7
725411,6109.44
725419,5351.88
725445,5192.0599999999995
725456,24842.6
725467,3989.22
725480,3698.42
725481,3445.44
725495,6427.34
725509,2386.52
725512,2494.92
725515,34305.64
725535,5191.76
725540,1177.32
725552,2490.66
725560,902.4599999999999
725561,2420.7799999999997
725563,3106.4
725564,1611.0
725592,8226.06
725594,6093.5
725596,1783.46
725614,3342.42
725622,1117.54
725639,2123.08
725640,2081.08
725644,6805.99
725653,2614.4
725662,4760.38
725679,3110.66
725707,2857.0
725711,3178.56
725730,1831.28
725736,6485.8
725738,3738.54
725741,14067.9
725766,6372.3
725784,7195.58
725786,2242.08
725796,9682.32
725800,2746.2799999999997
725802,2512.96
725803,935.54
725804,8773.7
725808,3926.1
725818,1916.16
725822,6071.04
725823,4072.46
725858,10880.619999999999
725885,2136.98
725889,8716.68
725911,3860.3199999999997
725930,1869.22
725939,3022.44
725943,4187.34
725945,6209.61
725975,4250.04
725982,3300.62
725986,4042.74
726007,3894.2799999999997
726019,7345.2
726026,1079.62
726032,1633.1
726033,9360.16
726054,1865.24
726070,4148.06
726075,1207.3799999999999
726079,3364.58
726080,3218.68
726107,1119.36
726119,933.56
726126,1020.4
726139,5481.88
726147,3320.44
726178,8288.68
726213,4064.18
726225,4204.3
726238,1660.04
726269,831.62
726273,1347.36
726282,3894.56
726284,3291.88
726290,6632.36
726291,1769.1
726294,12697.3
726295,1299.3799999999999
726298,1401.36
726304,4963.82
726328,3766.06
726336,9247.8
726339,2682.62
726340,10283.86
726341,1488.06
726352,4607.72
726363,2622.48
726366,13952.98
726371,4749.36
726374,8501.58
726386,1895.08
726422,2500.8199999999997
726433,6422.599999999999
726450,2616.4
726453,19871.52
726484,8211.44
726494,5270.63
726512,1801.66
726514,3136.7799999999997
726531,5280.76
726537,9858.66
726539,4324.42
726541,17375.2
726551,1515.32
726558,9816.42
726567,2160.58
726575,3636.2
726578,1035.32
726590,3576.38
726593,8417.699999999999
726604,754.18
726617,2737.7999999999997
726619,2925.12
726621,8629.539999999999
726624,2628.86
726627,7148.64
726647,3020.48
726652,1155.46
726662,3102.86
726664,1713.1
726669,7771.94
726670,1879.68
726677,9520.06
726679,4236.0199999999995
726687,2007.22
726753,3158.7
726756,1510.34
726782,8247.02
726797,7223.44
726798,2626.96
726811,1361.3799999999999
726817,13212.8
726822,6579.5199999999995
726827,2486.5
726839,4939.92
726854,2349.7999999999997
726863,2237.02
726874,1819.78
726875,1233.3799999999999
726876,2093.7799999999997
726886,3531.16
726889,2538.96
726891,1403.44
726892,4910.0199999999995
726893,7233.3
726919,2651.7999999999997
726931,2469.42
726935,1001.52
726937,2499.7
726938,1161.46
726944,3796.48
726955,4861.16
726956,1094.52
726962,5926.82
726966,1235.5
726970,26077.3
726971,2298.8
726985,1365.2
727009,2745.46
727018,5748.78
727043,4184.82
727050,1949.32
727053,1109.3999999999999
727054,2646.7999999999997
727055,1161.44
727056,10837.07
727065,7939.46
727078,1811.1599999999999
727079,2200.96
727080,7515.5
727085,1985.3
727096,3238.66
727097,1721.2
727144,3371.64
727160,6117.22
727192,6391.0199999999995
727206,6677.72
727215,1587.06
727217,14301.81
727224,11588.84
727230,8504.619999999999
727247,5353.92
727264,713.64
727268,2592.6
727269,4887.62
727288,3084.7
727292,3360.48
727294,13007.26
727300,1929.1399999999999
727302,18111.739999999998
727312,2540.92
727313,1126.5
727316,4662.36
727320,5583.74
727339,3273.24
727346,6134.5599999999995
727354,2087.64
727362,1821.2
727368,3602.54
727374,16185.23
727382,1103.5
727386,7537.42
727391,1664.24
727401,6534.58
727415,6459.38
727426,3869.42
727432,6406.639999999999
727436,2854.74
727445,3090.52
727450,409.82
727454,10638.1
727458,1920.9399999999998
727459,4208.26
727469,12833.96
727477,6904.099999999999
727487,1660.32
727489,4416.58
727504,13872.48
727505,6005.36
727522,1147.44
727529,2057.04
727536,2742.7999999999997
727540,2903.68
727542,18957.04
727543,3306.7
727547,5124.66
727549,12011.67
727550,4321.94
727560,8997.46
727565,6150.49
727569,3350.0
727582,4090.74
727585,1944.0
727597,5539.96
727606,4591.92
727608,4801.92
727620,3140.12
727639,5779.28
727654,2724.72
727658,529.66
727663,6573.32
727671,8150.48
727677,2200.86
727682,3946.22
727683,9206.18
727684,1877.3
727691,4116.32
727704,7033.03
727712,3866.48
727731,4880.51
727732,4567.86
727733,5783.0
727744,18110.399999999998
727762,1752.22
727763,20339.38
727785,6011.5
727795,1253.34
727798,1457.32
727800,9365.31
727802,6118.44
727821,1039.18
727837,2915.48
727869,5347.3
727894,1305.3799999999999
727895,7165.76
727897,3278.54
727914,1793.3
727921,1364.04
727936,3264.66
727943,4454.34
727960,10695.539999999999
727961,3560.64
727964,2539.04
727968,2075.2
727973,1873.08
728027,1429.32
728052,1297.28
728064,22637.7
728065,3302.64
728066,13489.6
728082,1951.08
728100,2552.9
728107,6959.24
728115,4476.0199999999995
728119,4420.46
728139,3710.7599999999998
728153,1613.12
728159,12715.51
728180,18255.12
728198,10274.86
728204,4084.3199999999997
728211,5027.08
728216,10664.08
728218,1981.12
728228,3030.2799999999997
728229,2067.1
728245,4150.38
728251,5427.32
728257,7685.1
728266,3220.64
728276,10698.34
728306,3058.9
728309,1795.08
728316,13847.34
728317,8197.28
728337,3941.2599999999998
728344,747.5799999999999
728349,8200.12
728353,2728.6
728354,2067.98
728359,6172.48
728375,2666.84
728378,2616.7
728385,1663.3
728386,1841.0
728396,7138.88
728398,4572.32
728408,7815.5199999999995
728427,2362.94
728436,3424.6
728437,1863.12
728442,3497.66
728450,11275.94
728470,2181.02
728479,1295.2
728527,1452.1999999999998
728539,6531.42
728597,4761.54
728600,14899.52
728604,25779.7
728605,23794.38
728613,5442.5199999999995
728626,1603.28
728627,2113.02
728633,3746.92
728657,8941.32
728668,5089.42
728669,1914.0
728695,4555.82
728708,5718.22
728712,2425.06
728715,5984.18
728722,1963.02
728732,1581.2
728744,1277.44
728748,7122.84
728782,10498.44
728786,1217.42
728789,6652.5199999999995
728791,4280.14
728805,3831.1
728823,1433.36
728837,2543.66
728846,3936.34
728850,1019.54
728851,2267.36
728861,6267.38
728862,2047.94
728868,6334.88
728871,8179.12
728878,5878.29
728881,1587.22
728885,7657.72
728895,5634.82
728923,10847.88
728927,2148.94
728931,8666.18
728933,15140.3
728941,2261.14
728945,1425.3
728953,3467.6
728959,6933.18
728971,1801.12
728980,4913.8
728981,4172.38
729000,8762.82
729001,10423.119999999999
729007,2152.92
729009,1211.5
729022,1849.22
729037,8763.1
729043,2712.88
729048,4997.76
729054,6847.48
729076,4028.62
729081,9612.84
729106,5065.74
729113,3184.2799999999997
729121,8031.68
729124,3759.19
729128,2606.98
729151,2248.7799999999997
729153,2920.5
729197,14128.02
729199,12432.36
729208,5489.66
729213,1453.28
729214,2712.92
729238,1133.18
729250,8787.0
729268,12778.22
729290,6243.62
729293,2177.14
729311,13874.66
729312,1221.44
729313,13736.869999999999
729318,9806.82
729324,5185.96
729348,2098.94
729365,2872.74
729367,10205.48
729386,3241.18
729427,1839.08
729438,1052.3999999999999
729481,5356.86
729496,10712.07
729498,9853.6
729505,673.66
729508,7015.29
729513,10747.08
729522,8536.8
729525,7211.26
729533,5456.0
729560,4961.18
729561,1322.18
729584,1936.08
729585,643.64
729592,1263.46
729609,2991.18
729628,12766.6
729629,3948.34
729646,5672.9
729647,1462.1
729654,8977.24
729655,3616.48
729657,3713.0699999999997
729663,3985.16
729665,2273.73
729666,5987.86
729668,2866.72
729681,12179.76
729687,15217.65
729690,5229.76
729704,7350.65
729715,561.72
729717,972.48
729733,6609.76
729739,2323.06
729743,10233.38
729751,10029.8
729773,31912.12
729809,4494.34
729816,3048.58
729827,1982.1
729846,4273.5
729861,2397.88
729862,1775.24
729869,20611.38
729881,3890.36
